scenario,itae_pid,itae_1dof,itae_2dof,itae_res,y_pid_final,y_1dof_final,y_2dof_final,y_res_final,peak_pid,peak_1dof,peak_2dof,peak_res,detection_time,attack_flag
bias_small,56.3573467972799,30.0011928352456,29.9212185470624,29.982322255069,0.818186226123816,0.900000000016127,0.900000000005476,0.90000000000868,1.51658020998279,1.07988268051854,1.0115975779481,1.02516794520326,NaN,0
bias_large,165.234571364723,149.378229798886,149.078529578676,149.139555813487,0.454553654108415,0.50000000008759,0.500000000029057,0.500000000032266,1.51658020998279,1.07988268051854,1.0115975779481,1.02516794520326,NaN,0
ramp,194.088556879168,178.913472530557,177.468561140923,177.530395621729,0.00569723322241756,0.0152848651716632,0.0200794025129878,0.0200794025162215,1.51658020998279,1.07988268051854,1.0115975779481,1.02516794520326,NaN,0
sine,30.3544028544235,7.88845513278463,6.95958568158723,7.02406498688721,0.89725393523645,1.03534084899757,1.03299722961025,1.03299722961344,1.51658020998279,1.07988268051854,1.03597623977046,1.03608870280178,NaN,0
